Pays,Année,geo,Population,Température,Code,CO2,Catastrophes_totales,Cold wave,Ground movement,Avalanche (wet),Flood (General),Flash flood,Storm (General),Blizzard/Winter storm,Landslide (wet),Heat wave,Forest fire,Tropical cyclone,Severe weather,Hail,Tornado
Togo,2001,tgo,5277382,27.22298534798535,TGO,9737478,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,2001,tun,9869677,19.729223744292238,TUN,32709786,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,2001,tkm,4675409,17.93744292237443,TKM,75326616,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2001,uga,24745676,22.077621283255088,UGA,45971440,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Ukraine,2001,ukr,49106855,9.0455098934551,UKR,396467100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,2001,are,3723590,28.066666666666666,ARE,139511650,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,2001,usa,284279639,13.808195072900956,USA,6853824500,23,0,1,0,1,0,3,1,0,1,3,1,0,0,12
Uruguay,2001,ury,3274251,16.600732600732602,URY,29068896,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Uzbekistan,2001,uzb,25090283,16.287366818873668,UZB,186117250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,2001,zmb,10325185,22.62231828370157,ZMB,61199096,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Albania,2002,alb,3134092,17.38959212376934,ALB,7369299.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Algeria,2002,dza,31750835,17.853031702062175,DZA,175334690,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,2002,arg,38029349,17.225925925925928,ARG,438217600,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Australia,2002,aus,19595355,17.050185185185185,AUS,694025860,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0
Austria,2002,aut,8081636,11.03831948291782,AUT,82308320,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bahamas,2002,bhs,331614,26.090740740740742,BHS,2342305.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,2002,bgd,138933658,25.902080162354135,BGD,141119490,6,1,0,0,0,1,2,0,0,0,0,2,0,0,0
Barbados,2002,brb,264148,27.349382716049384,BRB,1589389.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belarus,2002,blr,9873450,8.074330563250232,BLR,82889620,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,2002,bel,10332973,11.29639889196676,BEL,152648880,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Belize,2002,blz,256009,27.424537037037037,BLZ,6407037.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benin,2002,ben,7675426,27.43717115444135,BEN,33400356,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2002,bra,178503484,22.795968992248064,BRA,2771022300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,2002,bgr,7861943,10.241151123422592,BGR,54394936,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Burundi,2002,bdi,6824132,NA,BDI,5822908.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,2002,can,31535577,5.764727608494922,CAN,894814900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Central African Republic,2002,caf,4006077,25.628794992175276,CAF,27147098,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China,2002,chn,1286866839,15.951250307957626,CHN,5664255500,15,0,2,0,2,1,2,0,4,1,0,1,0,1,1
Colombia,2002,col,40324680,13.789660493827162,COL,226235740,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Costa Rica,2002,cri,4075705,23.391519653358095,CRI,18044342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2002,hrv,4305782,12.641512345679013,HRV,20197362,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,2002,cub,11177418,24.690123456790126,CUB,47256876,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Cyprus,2002,cyp,981440,19.669056152927123,CYP,8082868,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czechia,2002,cze,10239468,9.022160664819944,CZE,130430980,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Denmark,2002,dnk,5375959,8.87411511234226,DNK,70526220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dominican Republic,2002,dom,8852235,26.473228102754565,DOM,30109386,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ecuador,2002,ecu,13138472,19.4770463741052,ECU,66497824,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Egypt,2002,egy,76239137,22.505847953216374,EGY,213204160,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Ethiopia,2002,eth,71635517,18.975198412698415,ETH,182348700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,2002,fin,5200546,5.739150507848569,FIN,107645940,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,2002,fra,60327248,13.202062172976301,FRA,475421760,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Gabon,2002,gab,1345135,26.5179012345679,GAB,33930276,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,2002,gmb,1535691,26.13991769547325,GMB,2653012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,2002,geo,4127846,13.49199753770391,GEO,12374197,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2002,deu,82068326,10.676939713436065,DEU,1012541250,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Greece,2002,grc,10890285,18.441828254847646,GRC,123148730,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Guatemala,2002,gtm,12246915,19.52256458138811,GTM,85448056,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea,2002,gin,8674066,27.6340877914952,GIN,30220642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2002,gnb,1289307,NA,GNB,4924593,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,2002,guy,763652,28.51625514403292,GUY,9095029,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2002,hti,8607641,29.963848039215687,HTI,12394424,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Honduras,2002,hnd,6938859,22.34576644633302,HND,33130532,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hungary,2002,hun,10138466,11.553247152970146,HUN,75517450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iceland,2002,isl,287607,5.513850415512466,ISL,4119287.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2002,ind,1097600380,27.043411211350143,IND,2019948400,7,1,1,0,1,0,0,0,0,1,0,2,0,1,0
Indonesia,2002,idn,222088495,29.703703703703706,IDN,1588074400,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Ireland,2002,irl,3928443,9.976300400123115,IRL,78160280,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,2002,isr,6387720,21.42850378787879,ISR,68912740,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,2002,ita,57420628,14.080640196983689,ITA,533686720,5,0,3,0,1,1,0,0,0,0,0,0,0,0,0
Japan,2002,jpn,127484598,13.21868267159126,JPN,1321265900,6,0,0,0,0,0,3,0,0,0,1,2,0,0,0
Jordan,2002,jor,5616066,17.749153585718684,JOR,20404626,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kazakhstan,2002,kaz,15656677,10.118805786395814,KAZ,172431870,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2002,ken,32629808,18.785278949835913,KEN,63226390,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Democratic People's Republic of Korea,2002,prk,23943973,10.677777777777779,PRK,93887110,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Republic of Korea,2002,kor,47299120,11.711449676823639,KOR,507069600,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0
Kuwait,2002,kwt,2059974,26.916975308641977,KWT,88449200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2002,lva,2311351,8.171283471837489,LVA,6347923.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2002,lbn,4463504,21.266389658356417,LBN,19517704,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Madagascar,2002,mdg,17549913,18.850107725453988,MDG,88006590,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Malawi,2002,mwi,11880440,22.322397200349958,MWI,25073050,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malaysia,2002,mys,24102477,28.172206832871655,MYS,274638200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mauritania,2002,mrt,2738655,25.424042686754554,MRT,11480508,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mexico,2002,mex,101548624,20.534632034632036,MEX,707887360,5,1,0,0,0,1,0,0,0,0,0,3,0,0,0
Mongolia,2002,mng,2500075,-1.27823945829486,MNG,29889422,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Morocco,2002,mar,29198142,17.39227454601416,MAR,79995510,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,2002,moz,18958338,23.84564481378886,MOZ,79932730,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Myanmar,2002,mmr,46232653,27.748765432098768,MMR,200970060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia,2002,nam,1889970,22.784391534391535,NAM,13414557,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2002,npl,25328981,19.05843739993596,NPL,43453588,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
New Zealand,2002,nzl,3951119,15.286324786324787,NZL,88469750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,2002,nic,5149909,27.86064814814815,NIC,74509110,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Nigeria,2002,nga,133471989,28.694290976058934,NGA,472276350,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Norway,2002,nor,4538014,5.140658664204371,NOR,73967070,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,2002,omn,2337140,28.663642152180834,OMN,57571004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pakistan,2002,pak,163222549,24.746625863151287,PAK,298029440,8,1,3,0,1,1,0,0,0,1,0,0,1,0,0
Panama,2002,pan,3129344,27.87638888888889,PAN,22385928,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2002,per,27288217,19.013117283950617,PER,140790820,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Philippines,2002,phl,83068889,27.807253086419756,PHL,198544430,7,0,1,0,0,0,3,0,0,0,0,3,0,0,0
Poland,2002,pol,38229408,9.205755617112958,POL,372163620,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Portugal,2002,prt,10413044,16.844875346260388,PRT,83796080,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,2002,qat,711205,28.162819329024316,QAT,79464530,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,2002,rou,21770017,11.576792859341337,ROU,129197050,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Russian Federation,2002,rus,145939500,8.598799630655586,RUS,1840282800,8,1,0,1,0,1,1,0,0,0,3,1,0,0,0
Saudi Arabia,2002,sau,17910910,26.471683594952296,SAU,428146530,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,2002,sen,10466214,24.410148975791436,SEN,15748955,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2002,sle,4971435,27.712121212121215,SLE,66570816,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2002,zaf,48019415,16.59095106186519,ZAF,483401280,4,0,0,0,0,0,1,1,0,0,0,0,1,0,1
Spain,2002,esp,41755704,15.275315481686674,ESP,395617000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sri Lanka,2002,lka,19805752,27.147685185185185,LKA,32694378,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suriname,2002,sur,496551,26.594771241830067,SUR,5362469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2002,swe,8925047,8.106327160493828,SWE,80334760,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Switzerland,2002,che,7278752,10.455699455236921,CHE,51591496,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Taiwan (Province of China),2002,twn,22566901,23.89073561095722,TWN,259500240,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Tajikistan,2002,tjk,6531669,15.827023699599877,TJK,7073557,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0
Thailand,2002,tha,64266437,29.293936595875657,THA,349930430,5,0,0,0,0,2,0,0,1,0,0,0,0,2,0
Togo,2002,tgo,5413274,27.404788011695906,TGO,9507326,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,2002,tun,9971515,19.371960603262544,TUN,33318064,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,2002,tkm,4769465,17.384425977223763,TKM,74050536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2002,uga,25532870,22.51680820948337,UGA,48696144,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Ukraine,2002,ukr,48677281,9.520006155740228,UKR,390196670,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,2002,are,3956826,28.31794398276393,ARE,120659740,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,2002,usa,287084338,13.679867738639212,USA,6846503000,23,0,0,0,0,0,4,4,0,1,7,2,0,0,5
Uruguay,2002,ury,3278867,16.24243827160494,URY,29919274,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Uzbekistan,2002,uzb,25399980,16.034318251769776,UZB,198866200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,2002,zmb,10647949,21.69058860560277,ZMB,74563784,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2003,alb,3118088,17.58602646968298,ALB,8417628,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,2003,dza,32175818,18.607448107448107,DZA,187612640,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0
Argentina,2003,arg,38424282,16.624579124579125,ARG,496371460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,2003,aus,19819454,16.879267022124164,AUS,702677570,8,0,0,0,0,3,1,0,0,0,1,0,0,2,1
Austria,2003,aut,8122602,10.830593607305937,AUT,89567384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bahamas,2003,bhs,335618,26.48168498168498,BHS,2360159.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,2003,bgd,140970351,26.013819789939195,BGD,143242450,7,1,1,0,0,1,1,0,0,1,0,2,0,0,0
Barbados,2003,brb,265776,27.389374797538064,BRB,1621400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,2003,blr,9803176,7.002283105022832,BLR,84845940,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,2003,bel,10376260,11.291019786910198,BEL,153311680,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Belize,2003,blz,263780,27.471221914435212,BLZ,5536784,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benin,2003,ben,7913070,27.691516302627416,BEN,28632382,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2003,bra,180622688,22.132129374553617,BRA,3426337500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,2003,bgr,7804409,10.09558599695586,BGR,59544076,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,2003,bdi,7043154,27.38888888888889,BDI,5854784,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada,2003,can,31836482,5.722039523766024,CAN,918316350,4,0,0,0,0,1,0,0,0,0,1,2,0,0,0
Central African Republic,2003,caf,4103086,25.714488636363637,CAF,33483144,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
China,2003,chn,1294517326,15.917657097580301,CHN,6456585000,19,0,11,0,0,0,0,0,2,0,1,3,0,1,1
Colombia,2003,col,40937429,13.471915285451198,COL,323132130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa Rica,2003,cri,4138784,23.049892868074686,CRI,17317042,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,2003,hrv,4306686,12.477473363774735,HRV,21514096,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Cuba,2003,cub,11209383,24.596877869605144,CUB,46140572,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,2003,cyp,999590,14.511904761904763,CYP,8390153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Czechia,2003,cze,10248912,8.95144596651446,CZE,133657656,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Denmark,2003,dnk,5390620,8.395281582952816,DNK,76117710,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,2003,dom,8980620,26.543484989167442,DOM,31372236,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Ecuador,2003,ecu,13372306,19.599305555555556,ECU,126234060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt,2003,egy,77853548,22.41636141636142,EGY,238703090,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2003,eth,73832663,17.861111111111114,ETH,227570050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,2003,fin,5212955,5.215981735159818,FIN,117552296,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,2003,fra,60741126,13.550456621004567,FRA,480439230,4,0,0,0,0,1,1,0,0,1,1,0,0,0,0
Gabon,2003,gab,1382350,26.591503267973856,GAB,36301524,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,2003,gmb,1577611,26.48136856368564,GMB,2896637.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Georgia,2003,geo,4085483,13.24703196347032,GEO,3676942.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,2003,deu,82111615,9.225851851851852,DEU,1008918800,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Greece,2003,grc,10918471,18.288127853881278,GRC,126537336,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,2003,gtm,12525842,19.57282913165266,GTM,69355500,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Guinea,2003,gin,8870781,27.502865329512897,GIN,34057936,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2003,gnb,1318806,NA,GNB,5499973.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,2003,guy,763101,28.341234567901235,GUY,17749754,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2003,hti,8759912,30.8373253493014,HTI,12422021,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Honduras,2003,hnd,7119213,22.08647076828895,HND,26304072,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hungary,2003,hun,10108963,10.964590964590965,HUN,77109340,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Iceland,2003,isl,289605,6.223135464231355,ISL,4103456.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2003,ind,1116803006,26.74586855532709,IND,2085137200,12,1,0,1,0,2,2,0,0,1,0,4,0,1,0
Indonesia,2003,idn,225048008,29.13888888888889,IDN,1289581000,11,0,3,0,2,2,0,0,4,0,0,0,0,0,0
Ireland,2003,irl,3992935,9.98371385083714,IRL,77178810,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,2003,isr,6502820,20.967682363804247,ISR,71873240,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,2003,ita,57739699,14.643835616438357,ITA,552595840,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Japan,2003,jpn,127671251,12.88863521055302,JPN,1328098000,5,0,3,0,0,0,0,0,0,0,0,2,0,0,0
Jordan,2003,jor,5741828,17.726495726495727,JOR,21662822,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,2003,kaz,15747380,8.925266362252664,KAZ,194386160,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,2003,ken,33652223,19.264021164021166,KEN,67220400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic People's Republic of Korea,2003,prk,24090380,11.111571516267649,PRK,96277496,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Republic of Korea,2003,kor,47514160,11.74627092846271,KOR,516536800,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kuwait,2003,kwt,2109881,27.131354642313546,KWT,96809660,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2003,lva,2288984,7.59558599695586,LVA,9553725,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,2003,lbn,4525508,21.177625570776257,LBN,21790134,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,2003,mdg,18071854,18.812881562881564,MDG,84510570,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Malawi,2003,mwi,12181574,21.651111111111113,MWI,23955110,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Malaysia,2003,mys,24679602,27.862861491628617,MYS,304425440,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mauritania,2003,mrt,2802046,25.283519553072626,MRT,11640934,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,2003,mex,102978515,20.4553264604811,MEX,737303940,7,1,1,0,0,1,0,0,1,0,1,2,0,0,0
Mongolia,2003,mng,2521805,-1.3382173382173383,MNG,24857844,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Morocco,2003,mar,29571415,17.675213675213676,MAR,65839404,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mozambique,2003,moz,19392475,23.994396413704774,MOZ,81728230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Myanmar,2003,mmr,46667192,27.623321123321123,MMR,207370610,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia,2003,nam,1917464,23.26398210290828,NAM,13963462,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nepal,2003,npl,25688758,19.5273951637588,NPL,44874456,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2003,nzl,4022586,15.165421724245254,NZL,85697230,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nicaragua,2003,nic,5210963,27.7255985267035,NIC,75738520,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,2003,nga,137202644,29.08137390502536,NGA,508844540,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,2003,nor,4564669,5.446118721461187,NOR,76443070,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,2003,omn,2363796,28.20277777777778,OMN,68865980,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pakistan,2003,pak,167110248,24.268112633181126,PAK,303111420,4,0,0,0,0,1,1,0,1,1,0,0,0,0,0
Panama,2003,pan,3189807,27.835026161895968,PAN,21974196,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2003,per,27580490,18.739564149785146,PER,190274560,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,2003,phl,84731835,27.807704112952734,PHL,224886050,10,0,0,0,0,1,2,0,1,0,0,6,0,0,0
Poland,2003,pol,38203524,8.371232876712329,POL,385715680,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2003,prt,10454245,17.254642313546423,PRT,79761770,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Qatar,2003,qat,744682,28.205327245053272,QAT,85120160,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,2003,rou,21593450,11.077686202686204,ROU,128687960,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Russian Federation,2003,rus,145794229,8.823473936899862,RUS,1948089000,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Saudi Arabia,2003,sau,18786767,26.64776710867246,SAU,441142200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,2003,sen,10721176,24.41324200913242,SEN,17394288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2003,sle,5177687,27.340401051939516,SLE,66131284,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2003,zaf,48500348,16.754884004884005,ZAF,528711230,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spain,2003,esp,42506543,16.391174080845015,ESP,403217760,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Sri Lanka,2003,lka,19951521,27.436377473363777,LKA,34022136,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
